page_id,text,label,Pattern Category,source_dataset
37,"Someone from Rochedale, Queensland, Australia started buying this!",1,Social Proof,original
1196, EDC-V Megalodon Bottle Opener - Brass (Exclusive),0,Not Dark Pattern,original
449,No thanks. I don't like free things...,1,Misdirection,original
953,This item is in high demand.,1,Scarcity,original
113,SUBSCRIPTION SUCCESSFUL. THANK YOU!,0,Not Dark Pattern,original
949,High demand,1,Scarcity,original
1428,Temporary Tattoos,0,Not Dark Pattern,original
638,Beetle Remotes,0,Not Dark Pattern,original
1489, Exclusive offers & discounts for club members via email ,0,Not Dark Pattern,original
1736,Product Recycling,0,Not Dark Pattern,original
822,"Dog Collars, Leads & Tethers",0,Not Dark Pattern,original
1575,cookie host,0,Not Dark Pattern,original
1591,"Available, only 2 left",1,Scarcity,original
1240,Hurry! Only a few of these left,1,Scarcity,original
822, Menu Search ,0,Not Dark Pattern,original
638,xB Remotes,0,Not Dark Pattern,original
974,"Hurry, this style is selling fast!",1,Scarcity,original
1510,Only 2 left in stock. Make it yours.,1,Scarcity,original
1477,Only 11 Left In Stock,1,Scarcity,original
588,Special sale ends in,1,Urgency,original
225,Someone in United States just purchased a,1,Social Proof,original
299,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,Social Proof,original
353, Write a reviewAsk a question,0,Not Dark Pattern,original
662,Awntech New Yorker Window/Entry Slope Awnin ...,0,Not Dark Pattern,original
1317, Amethyst Beads ,0,Not Dark Pattern,original
1107,Availability: Low in stock today,1,Scarcity,original
4, Active Filters English (United States) English (United States) ✘ Remove Filter ,0,Not Dark Pattern,original
198,Prices shown for delivery to JAPAN Change delivery country,0,Not Dark Pattern,original
822,Scarves & Snoods,0,Not Dark Pattern,original
145,3 people are looking at this item right now,1,Social Proof,original
1550,Royal Python Vivariums,0,Not Dark Pattern,original
1330, Year of Ours ,0,Not Dark Pattern,original
1100,70% offers claimed. Hurry up!,1,Scarcity,original
1759, Upcoming Events ,0,Not Dark Pattern,original
1077,Low In Stock Today,1,Scarcity,original
63,2 people are looking right now,1,Social Proof,original
568,"When you place healing crystals in a symmetrical fashion and activate it with a crystal wand, the pattern is charged to send messages to the universe. A healing crystal grid uses sophisticated symmetry for manifestation.",0,Not Dark Pattern,original
386,"No thanks, I don't want any deals",1,Misdirection,original
1536,All Womens Accessories,0,Not Dark Pattern,original
707,Offer ends 0Hours:04Minutes:46Seconds,1,Urgency,original
1066,SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,1,Urgency,original
1585,"Hurry, only 2 left in stock",1,Scarcity,original
1333,"Clothes, Shoes & Accessories",0,Not Dark Pattern,original
1343,Platinum-Dipped Rose,0,Not Dark Pattern,original
1458,Only 1 piece left.,1,Scarcity,original
199,Hurry up! 6 people other than you have this product in their cart,1,Social Proof,original
1041,LIMITED TIME ONLY *on select models,1,Urgency,original
1220,Only 1 left.,1,Scarcity,original
787,Enter Catalog/Email Code,0,Not Dark Pattern,original
1337,"In stock, only 1 products left",1,Scarcity,original
264,Viewed 744 times today,1,Social Proof,original
1712,People also buy this with,1,Misdirection,original
1146,Status:Only 3 left in stock,1,Scarcity,original
395,Thin and tough - protects from minor scratches,0,Not Dark Pattern,original
1139,The Hoop Destination. Discover more,0,Not Dark Pattern,original
1653,Speak with our customer-care executive who will help you with your buying.,0,Not Dark Pattern,original
1456,1 in stock,1,Scarcity,original
858,"Hurry, Limited Time Offer! 11:25",1,Urgency,original
714,You can either livechat or email our support team with any questions or concerns. We are always ready to help. ,0,Not Dark Pattern,original
1228,Limited Quantity Available,1,Scarcity,original
1272, 手錶 / Watches ,0,Not Dark Pattern,original
1387,"LOW IN STOCK, only 2 left",1,Scarcity,original
117, GeekVape Pursue a Healthy Vaping Experience ,0,Not Dark Pattern,original
1550,Livefood Subscription,0,Not Dark Pattern,original
1429,Shop Safely And Securely,0,Not Dark Pattern,original
513,Today's sale ends in: 00hours:57min:19sec,1,Urgency,original
151,2 people are viewing this,1,Social Proof,original
919,"We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!",0,Not Dark Pattern,original
306,Material: Made with Cordura fabric,0,Not Dark Pattern,original
790,Set SALE Into Summer ,0,Not Dark Pattern,original
1202,Only 1 left in online stock,1,Scarcity,original
822,"Jumpers, Shirts & T-Shirts",0,Not Dark Pattern,original
1026, SAF Warriors ,0,Not Dark Pattern,original
114,"Jeremy in Warroad, United States purchased a",1,Social Proof,original
1582,ONLY 20 LEFT IN STOCK,1,Scarcity,original
680, All Personalised Gifts ,0,Not Dark Pattern,original
724,Your shopping cart is empty.,0,Not Dark Pattern,original
174,9 people are currently viewing this product,1,Social Proof,original
35,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,1,Social Proof,original
158,Pillowcases & Shams,0,Not Dark Pattern,original
724,A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :),0,Not Dark Pattern,original
534,Work With More Buyers And Sellers?,0,Not Dark Pattern,original
271,"Trey in Columbia, United States purchased Leather Cord Capsule",1,Social Proof,original
117,"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",1,Social Proof,original
680, Heart Shaped Cake ,0,Not Dark Pattern,original
734,Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,1,Urgency,original
65,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,1,Social Proof,original
416,"No thanks, I hate cool stuff",1,Misdirection,original
517,Your cart is reserved for 09:35 minutes.,1,Urgency,original
667,Ericdress Long Sleeve Mesh Off Shoulder Summer Dress,0,Not Dark Pattern,original
1578,Only 3 Left! Get it before it`s gone!,1,Scarcity,original
795,LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,1,Urgency,original
1446,Only 2 left in stock!,1,Scarcity,original
1451,In Stock - Limited Quantity,1,Scarcity,original
216, New In Lunch Boxes ,0,Not Dark Pattern,original
1189,Only 34 Left!,1,Scarcity,original
417,No thanks. I'd rather pay full price.,1,Misdirection,original
1333,Last one available,1,Scarcity,original
913,Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,1,Sneaking,original
127,21 people looked at this during the last 24 hours,1,Social Proof,original
861,Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,0,Not Dark Pattern,original
350,"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. ",0,Not Dark Pattern,original
1736, Black / White Refine by Color: Black / White ,0,Not Dark Pattern,original
1536,Shop Tops by Pattern,0,Not Dark Pattern,original
811,Harry Potter ,0,Not Dark Pattern,original
1393,ONLY 1 REMAINING,1,Scarcity,original
826,Your order is reserved for 09:43 minutes!,1,Urgency,original
300, We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,0,Not Dark Pattern,original
434,"Yes, I Want To Save Money!No Thanks",1,Misdirection,original
1466,Only 867 left,1,Scarcity,original
1317,"Metal - Brass , hollow from inside ",0,Not Dark Pattern,original
1536,Red Tops,0,Not Dark Pattern,original
1208,ONLY 52 items left in stock!,1,Scarcity,original
920,Your AccountTrack Your OrdersJoin Celebrations Passport,0,Not Dark Pattern,original
244,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,1,Social Proof,original
119,30 people have purchased this item,1,Social Proof,original
272,AboutOur StoryOur MissionOur ProductsIn the News,0,Not Dark Pattern,original
1429,Orthopedic,0,Not Dark Pattern,original
1289, United States ,0,Not Dark Pattern,original
1147,87% offers claimed. Hurry up!,1,Scarcity,original
747,KidsAuthentic,0,Not Dark Pattern,original
1064,"Free Upgrade, Limited Time!\n*DISH Install Not Available*",1,Urgency,original
113,"They look really good with my brown eyes, and they look pretty natural.",0,Not Dark Pattern,original
1094,ONLY 4 LEFT!,1,Scarcity,original
1509, V&A Collection People Tree’s collaboration with the Victoria and Albert Museum offers a stylish and contemporary capsule collection which celebrates the beauty and variety of pattern which the London museum is renowned for. ,0,Not Dark Pattern,original
108, Title of Review ,0,Not Dark Pattern,original
1044, Articles: Medical Matters ,0,Not Dark Pattern,original
1105,Only 1 left in stock!,1,Scarcity,original
1367,ONLY 2 LEFT,1,Scarcity,original
216,View all,0,Not Dark Pattern,original
887,Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,1,Obstruction,original
1469,Strength & Functional Training,0,Not Dark Pattern,original
60,273 units sold in the last 30 days,1,Social Proof,original
1468,Arrow,0,Not Dark Pattern,original
148,7 users have looked at this product in the past 6 minutes,1,Social Proof,original
1293, Subscribe! Don’t be caught empty handed ,0,Not Dark Pattern,original
1158, powered by: Cookie Information ,0,Not Dark Pattern,original
1351, Sprouting ,0,Not Dark Pattern,original
201,Someone in Louisville Kentucky United States Purchased Gold Presidential Bracelet With Watch Buckle 9 hours ago,1,Social Proof,original
530,Joybird Design House,0,Not Dark Pattern,original
1333,LEGO Sondersets Saison Polybags Promotionals ExklusiveOpens in a new window or tab,0,Not Dark Pattern,original
313,39 people have this in their cart,1,Social Proof,original
833,Countdown,0,Not Dark Pattern,original
1092,Only 1 items left,1,Scarcity,original
624,Your cart is reserved for 14:05 minutes!,1,Urgency,original
1789,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",1,Misdirection,original
597,Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing ,1,Urgency,original
1008,Limited Time Offer!,1,Urgency,original
350,Graphic T-Shirts,0,Not Dark Pattern,original
680,Don't Know Pincode?,0,Not Dark Pattern,original
984, Italy € EUR ,0,Not Dark Pattern,original
460,"No Thanks, I like paying full price.",1,Misdirection,original
1317, Kyanite Beads ,0,Not Dark Pattern,original
107,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,Social Proof,original
352,"NO, I'D RATHER PAY FULL PRICE",1,Misdirection,original
907, Share on Pinterest ,0,Not Dark Pattern,original
38,39 recently purchased it,1,Social Proof,original
1385,In Stock (8) Left,1,Scarcity,original
1043,Limited Time!,1,Urgency,original
376,"no thanks, I don't like to save",1,Misdirection,original
638,Yaris Remotes,0,Not Dark Pattern,original
1328, Women's Sandals ,0,Not Dark Pattern,original
1602,7 left in stock,1,Scarcity,original
638,Kicks Remotes,0,Not Dark Pattern,original
534, Landofcoder can power almost ANY marketplace you think of,0,Not Dark Pattern,original
1139,about us,0,Not Dark Pattern,original
1597,Only 4 unit(s) available!,1,Scarcity,original
1051,Accuscreens,0,Not Dark Pattern,original
50,Trending Style! Sold 4 times today,1,Social Proof,original
203,Shop All,0,Not Dark Pattern,original
1009,Receive news and updates on new products,0,Not Dark Pattern,original
622,We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more,0,Not Dark Pattern,original
300,Down Jackets,0,Not Dark Pattern,original
4, Our Story ,0,Not Dark Pattern,original
1451,Transmission and Driveline,0,Not Dark Pattern,original
1673,Call It Spring,0,Not Dark Pattern,original
902,We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,1,Obstruction,original
2,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,Social Proof,original
1345,Only 8 item(s) left,1,Scarcity,original
833,Stone Island Junior,0,Not Dark Pattern,original
767,NFL Enterprises LLC. All Rights Reserved.,0,Not Dark Pattern,original
1468, View In Your Room ,0,Not Dark Pattern,original
1648,Motion Control System,0,Not Dark Pattern,original
276, Contact Support ,0,Not Dark Pattern,original
567,YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,1,Urgency,original
1119, You can change your preference here Shop for Select an age ,0,Not Dark Pattern,original
1658, newsletter signup (privacy policy) ,0,Not Dark Pattern,original
1660,"Hurry, only 6 left in stock!",1,Scarcity,original
994,ONLY AVAILABLE FOR A LIMITED TIME,1,Urgency,original
395,"Nah, I like paying full price",1,Misdirection,original
1489," Port, Sherry & Sweet Wine ",0,Not Dark Pattern,original
4,"Easy, awesome! ready to go. Held a charge first night",0,Not Dark Pattern,original
360,"No thanks, I’d rather pay full price.",1,Misdirection,original
638,Accord remotes,0,Not Dark Pattern,original
1340,HURRY! 3 left in stock!,1,Scarcity,original
95,161 people have viewed this item,1,Social Proof,original
1317,Crystal Shivlingas ,0,Not Dark Pattern,original
1648,Wireless Microphone,0,Not Dark Pattern,original
1451, Low Price Guarantee ,0,Not Dark Pattern,original
1315,Sorry! This product is no longer available,0,Not Dark Pattern,original
220,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",1,Social Proof,original
1446,Baby Cross Stitch & Embroidery Patterns,0,Not Dark Pattern,original
1721,Would you like to buy more and save more?,1,Misdirection,original
47,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,1,Social Proof,original
1658,Mechanic's Wear,0,Not Dark Pattern,original
4,Value of Product,0,Not Dark Pattern,original
1211,72% offers claimed. Hurry up!,1,Scarcity,original
185,"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",1,Social Proof,original
1166,Only 1 left in stock! Get in quick!,1,Scarcity,original
685,Hurry Up ! Time is running out,1,Urgency,original
1673,Brand: Ray-Ban® | Similar products from Ray-Ban®,0,Not Dark Pattern,original
888,"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",1,Obstruction,original
1271,Don't miss out on this item! There is only 1 left in stock.,1,Scarcity,original
1025,Limited Time Remaining!,1,Urgency,original
212, Supply & Demand ,0,Not Dark Pattern,original
1003,LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,1,Urgency,original
812,HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,1,Urgency,original
1265,Only 498 left,1,Scarcity,original
1082,"894 Claimed! Hurry, only a few left!",1,Scarcity,original
1446, Mixed Media ,0,Not Dark Pattern,original
1468, View All Mattress Accessories ,0,Not Dark Pattern,original
466,"[NO THANKS, I'LL JUST WALK]",1,Misdirection,original
173,"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,Social Proof,original
573,Straight Hair Extensions,0,Not Dark Pattern,original
264,We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,0,Not Dark Pattern,original
850,Shop all,0,Not Dark Pattern,original
1330,My Story,0,Not Dark Pattern,original
1371,"Only 5 left , In Stock",1,Scarcity,original
186,Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,1,Social Proof,original
564,Your order is reserved for 29:52 minutes!,1,Urgency,original
584,Your order will be reserved for 6:56 minutes.,1,Urgency,original
337,"No thanks, I don't like FREE stuff.",1,Misdirection,original
1759,"To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. ",0,Not Dark Pattern,original
1397,ONLY 1 LEFT!,1,Scarcity,original
1267,WARNING! Only 5 left in stock!,1,Scarcity,original
48,"Sudha rana from Jaipur bought this product, 23 Mins ago.",1,Social Proof,original
113, Lens Manual Washer ,0,Not Dark Pattern,original
754,Used Leica Cameras,0,Not Dark Pattern,original
1550,Natural Backgrounds,0,Not Dark Pattern,original
1330,Just BEE Queen,0,Not Dark Pattern,original
361,Kimberly R.,0,Not Dark Pattern,original
415,"NO THANKS, I'll PAY FULL PRICE",1,Misdirection,original
1696,ONLY 13 LEFT,1,Scarcity,original
1466,Exterior Accessories,0,Not Dark Pattern,original
765,Returns Information,0,Not Dark Pattern,original
1044, Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size ,0,Not Dark Pattern,original
986,Limited Time Offer,1,Urgency,original
837, Need Help Finding The Right Product? ,0,Not Dark Pattern,original
83,"19,302 people have added this item to cart",1,Social Proof,original
1299,LESS THAN 8 LEFT IN STOCK!,1,Scarcity,original
766,Solar Powered Paw Print Ground Light,0,Not Dark Pattern,original
1656,1 in Stock,1,Scarcity,original
1732,Protect Your Gear,1,Misdirection,original
237,"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",1,Social Proof,original
1698,HURRY! ONLY 58 LEFT IN STOCK!,1,Scarcity,original
1328, Charity Collection ,0,Not Dark Pattern,original
1496,"Hurry, limited quantities left!",1,Scarcity,original
149,Deals of the Week,0,Not Dark Pattern,original
1658," This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in. ",0,Not Dark Pattern,original
1381,View All New Arrivals,0,Not Dark Pattern,original
180,"Jeremy in Stockton, United States purchased a",1,Social Proof,original
833,Girls Trousers,0,Not Dark Pattern,original
995,50% OFF for Limited Time Only!!!,1,Urgency,original
1407,Only A Few Left,1,Scarcity,original
398,Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,0,Not Dark Pattern,original
74,"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,Social Proof,original
1536,Rose Gold Shoes,0,Not Dark Pattern,original
125,80 Customers are considering this product right now.,1,Social Proof,original
984,Sale Clothing,0,Not Dark Pattern,original
950,HIGH DEMAND,1,Scarcity,original
184,6 people have looked at this in the last few hrs.,1,Social Proof,original
1304,Long Sleeves Nightwear,0,Not Dark Pattern,original
1648,Sunwayfoto,0,Not Dark Pattern,original
1117,Only 14 left!,1,Scarcity,original
1564,4 SEATS LEFT,1,Scarcity,original
1469,Bike Parts & Components,0,Not Dark Pattern,original
1330,TRE by Natalie Ratabesi,0,Not Dark Pattern,original
1466,Household,0,Not Dark Pattern,original
1550,Heat Mats & Strips,0,Not Dark Pattern,original
680, Low Maintenance Plants ,0,Not Dark Pattern,original
984, CAMILLA World ,0,Not Dark Pattern,original
680, Personalised Gifts ,0,Not Dark Pattern,original
825,Work Solid Simple Crew Neck Half Sleeve Top,0,Not Dark Pattern,original
280,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,Social Proof,original
259,Functional Cookies,0,Not Dark Pattern,original
1573, VIP Points! ,0,Not Dark Pattern,original
1421,ONLY 12.5M LEFT IN STOCK!,1,Scarcity,original
1186,Only 2 left!,1,Scarcity,original
1691,"803 Claimed! Hurry, only a few left!",1,Scarcity,original
141,3 PEOPLE VIEWING,1,Social Proof,original
1605,HURRY! ONLY 1 IN STOCK!,1,Scarcity,original
970,AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,1,Scarcity,original
1040,LIMITED TIME OFFER!,1,Urgency,original
907,"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",0,Not Dark Pattern,original
1026, More Sports ,0,Not Dark Pattern,original
1009,Synthesis E-MTB Carbon Wheelset,0,Not Dark Pattern,original
89,🔥 9 people are viewing this.,1,Social Proof,original
1106,Less than 10 left in stock,1,Scarcity,original
1230,Hurry up! Only 11 items left,1,Scarcity,original
1535,Only 1.75 yards left in stock!,1,Scarcity,original
662,Carports & Garages,0,Not Dark Pattern,original
584,This campaign was taken down for content reasons,0,Not Dark Pattern,original
1256,(Only 5 Left),1,Scarcity,original
1468, Bar Stools,0,Not Dark Pattern,original
1034,Limited Time Offer: 10% Off your first order!,1,Urgency,original
1630, Mitre Saws ,0,Not Dark Pattern,original
4,"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",0,Not Dark Pattern,original
1315, Women's Bags ,0,Not Dark Pattern,original
1729,Lenscap: Damage Only,1,Misdirection,original
325,"No, I don't feel lucky.",1,Misdirection,original
991, Accessibility statement ,0,Not Dark Pattern,original
803,Recovery Best Sellers,0,Not Dark Pattern,original
266,715 people have added this item to cart,1,Social Proof,original
1304,Hair Care Remedies,0,Not Dark Pattern,original
1415,Only 4 items left in stock.,1,Scarcity,original
1409, All Licensed ,0,Not Dark Pattern,original
1282,"HURRY, ONLY 1 LEFT!",1,Scarcity,original
295,994 items sold this hour.,1,Social Proof,original
1472,10 Left,1,Scarcity,original
633,Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec,1,Urgency,original
566,Enter your email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,1,Urgency,original
1365,Prices subject to change without notice. Products shown may not be available in our stores.,0,Not Dark Pattern,original
573,Lace Front African American Wigs,0,Not Dark Pattern,original
1174,Only 14 left,1,Scarcity,original
458,"No Thanks, I'll let this offer sail away",1,Misdirection,original
477,"No thanks, I don't like winning.",1,Misdirection,original
1359,only 7 pieces left,1,Scarcity,original
1158, sales@scandinavianoutdoor.com ,0,Not Dark Pattern,original
1429,STAY IN THE LOOP!,0,Not Dark Pattern,original
21,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,Social Proof,original
933,"An item you ordered is in high demand. No worries, we have reserved your order.",1,Scarcity,original
1480,Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,0,Not Dark Pattern,original
4, Active Filters English English ✘ Remove Filter ,0,Not Dark Pattern,original
1459,Hurry! Only 1 left!,1,Scarcity,original
1009,Icon MTB Socks - Black/Green,0,Not Dark Pattern,original
1583,94% offers claimed. Hurry up!,1,Scarcity,original
714,Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,0,Not Dark Pattern,original
1790,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,1,Misdirection,original
1056, Sale By Category ,0,Not Dark Pattern,original
729, ₪ ILS ,0,Not Dark Pattern,original
129,Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,1,Social Proof,original
966,"Our items sell fast, don't miss out!",1,Scarcity,original
1671,We only have 5 left!,1,Scarcity,original
1004,"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",1,Urgency,original
193,99 people are looking at this right now,1,Social Proof,original
1446,Crochet Baby Patterns,0,Not Dark Pattern,original
438,"No thanks, I'd rather pay more",1,Misdirection,original
585,02:06:40 left to buy,1,Urgency,original
620,2day 13:49:51 Left,1,Urgency,original
1124,Only 2 left,1,Scarcity,original
1731,Want a special deal? Bundle and SAVE UPTO30%,1,Misdirection,original
1503,ONLY 5 LEFT!,1,Scarcity,original
1297,JUST 1 LEFT!,1,Scarcity,original
1304,Printed ,0,Not Dark Pattern,original
300, cm in ,0,Not Dark Pattern,original
242,Free climate compensated shipping & returns,0,Not Dark Pattern,original
66,Use the domain shortly after payment,0,Not Dark Pattern,original
1646,現代奴隷法に対する透明性に関する声明 (opens in a new tab),0,Not Dark Pattern,original
822,Crossman Air Pistols,0,Not Dark Pattern,original
113,- +,0,Not Dark Pattern,original
178,7 sold in last 24 hours,1,Social Proof,original
1573, What's New New arrivals daily ,0,Not Dark Pattern,original
1315, Baby & Toddler Toys ,0,Not Dark Pattern,original
230,Hair type: Wavy,0,Not Dark Pattern,original
